"","Year","State","State ANSI","category","measurement","Value","use","chemical_name","chemical_num"
"524",2023,"FLORIDA","12"," TREATED ","PCT OF AREA BEARING, AVG","(D)"," INSECTICIDE","OXAMYL",103801
"525",2023,"FLORIDA","12"," TREATED ","PCT OF AREA BEARING, AVG","(D)"," OTHER","CUPRAMMONIUM ACETATE",36011
"526",2023,"FLORIDA","12"," TREATED ","PCT OF AREA BEARING, AVG","(D)"," OTHER","DODECADIEN-1-OL",129028
"527",2023,"FLORIDA","12"," TREATED ","PCT OF AREA BEARING, AVG","(D)"," OTHER","FLUENSULFONE",50410
"528",2023,"FLORIDA","12"," TREATED ","PCT OF AREA BEARING, AVG","(D)"," OTHER","GIBBERELLIC ACID",43801
"529",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB","100"," FUNGICIDE","AZOXYSTROBIN",128810
"530",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB","(NA)"," FUNGICIDE","BACILLUS AMYLOLIQUEFAC F727",16489
"531",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB","(D)"," FUNGICIDE","BOSCALID",128008
"532",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB","144,000"," FUNGICIDE","CAPTAN",81301
"533",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB","(D)"," FUNGICIDE","CHLOROTHALONIL",81901
"534",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB","(D)"," FUNGICIDE","COPPER CHLORIDE HYD.",23501
"535",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB","(D)"," FUNGICIDE","COPPER HYDROXIDE",23401
"536",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB","(D)"," FUNGICIDE","CYFLUFENAMID",555550
"537",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB","(D)"," FUNGICIDE","CYMOXANIL",129106
"538",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB","9,700"," FUNGICIDE","CYPRODINIL",288202
"539",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB","(D)"," FUNGICIDE","DIFENOCONAZOLE",128847
"540",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB","(D)"," FUNGICIDE","FAMOXADONE",113202
"541",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB","(D)"," FUNGICIDE","FENHEXAMID",90209
"542",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB","6,100"," FUNGICIDE","FLUDIOXONIL",71503
"543",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB","(D)"," FUNGICIDE","FLUOPYRAM",80302
"544",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB","(D)"," FUNGICIDE","FLUXAPYROXAD",138009
"545",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB","(D)"," FUNGICIDE","FOSETYL-AL",123301
"546",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB","(D)"," FUNGICIDE","IPRODIONE",109801
"547",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB","(D)"," FUNGICIDE","ISOFETAMID",270000
"548",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB","(D)"," FUNGICIDE","MANCOZEB",14504
"549",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB","(D)"," FUNGICIDE","MEFENOXAM",113502
"550",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB","(D)"," FUNGICIDE","MONO-POTASSIUM SALT",76416
"551",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB","(D)"," FUNGICIDE","PENTHIOPYRAD",90112
"552",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB","(D)"," FUNGICIDE","PROPICONAZOLE",122101
"553",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB","(D)"," FUNGICIDE","PYDIFLUMETOFEN",90110
"554",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB","(D)"," FUNGICIDE","PYRACLOSTROBIN",99100
"555",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB","(D)"," FUNGICIDE","PYRIMETHANIL",288201
"556",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB","(D)"," FUNGICIDE","SULFUR",77501
"557",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB","(D)"," FUNGICIDE","TETRACONAZOLE",120603
"558",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB","(D)"," FUNGICIDE","THIOPHANATE-METHYL",102001
"559",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB","112,100"," FUNGICIDE","THIRAM",79801
"560",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB","302,700"," FUNGICIDE","CHEMICAL",NA
"561",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB","(D)"," FUNGICIDE","TRIFLUMIZOLE",128879
"562",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB","(D)"," HERBICIDE","2",NA
"563",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB","(D)"," HERBICIDE","CLETHODIM",121011
"564",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB","(D)"," HERBICIDE","FLUMIOXAZIN",129034
"565",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB","(D)"," HERBICIDE","GLYPHOSATE ISO. SALT",103601
"566",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB","(D)"," HERBICIDE","PARAQUAT",61601
"567",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB","9,900"," HERBICIDE","CHEMICAL",NA
"568",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB","100"," INSECTICIDE","ABAMECTIN",122804
"569",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB","500"," INSECTICIDE","ACETAMIPRID",99050
"570",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB","(D)"," INSECTICIDE","BIFENAZATE",586
"571",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB","100"," INSECTICIDE","BIFENTHRIN",128825
"572",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB","(NA)"," INSECTICIDE","BT KURSTAKI ABTS-351",6522
"573",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB","400"," INSECTICIDE","CHLORANTRANILIPROLE",90100
"574",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB","(D)"," INSECTICIDE","CYANTRANILIPROLE",90098
"575",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB","(D)"," INSECTICIDE","DIAZINON",57801
"576",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB","(D)"," INSECTICIDE","FENPROPATHRIN",127901
"577",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB","(D)"," INSECTICIDE","FLUPYRADIFURONE",122304
"578",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB","(D)"," INSECTICIDE","HEXYTHIAZOX",128849
"579",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB","(D)"," INSECTICIDE","IMIDACLOPRID",129099
"580",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB","(D)"," INSECTICIDE","LAMBDA-CYHALOTHRIN",128897
"581",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB","(D)"," INSECTICIDE","MALATHION",57701
"582",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB","(D)"," INSECTICIDE","METHOMYL",90301
"583",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB","(D)"," INSECTICIDE","NALED",34401
"584",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB","1,500"," INSECTICIDE","NOVALURON",124002
"585",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB","(D)"," INSECTICIDE","PIPERONYL BUTOXIDE",67501
"586",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB","(D)"," INSECTICIDE","PYRETHRINS",69001
"587",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB","(D)"," INSECTICIDE","SPINETORAM",110007
"588",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB","(D)"," INSECTICIDE","SPINOSAD",110003
"589",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB","(D)"," INSECTICIDE","SULFOXAFLOR",5210
"590",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB","400"," INSECTICIDE","THIAMETHOXAM",60109
"591",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB","12,300"," INSECTICIDE","CHEMICAL",NA
"592",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB","(D)"," OTHER","CYTOKININS",116801
"593",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB","(D)"," OTHER","FLUTRIAFOL",128940
"594",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB","(D)"," OTHER","INDOLEBUTYRIC ACID",46701
"595",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB","(D)"," OTHER","METAM-POTASSIUM",39002
"596",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB","(NA)"," OTHER","PSEUDOMONAS CHLORORAPHIS STRAIN AFS009",6800
"597",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB","5,100"," OTHER","CHEMICAL",NA
"598",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","0.151"," FUNGICIDE","AZOXYSTROBIN",128810
"599",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(NA)"," FUNGICIDE","BACILLUS AMYLOLIQUEFAC F727",16489
"600",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(D)"," FUNGICIDE","BOSCALID",128008
"601",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","2.012"," FUNGICIDE","CAPTAN",81301
"602",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(D)"," FUNGICIDE","CHLOROTHALONIL",81901
"603",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(D)"," FUNGICIDE","COPPER CHLORIDE HYD.",23501
"604",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(D)"," FUNGICIDE","COPPER HYDROXIDE",23401
"605",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(D)"," FUNGICIDE","CYFLUFENAMID",555550
"606",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(D)"," FUNGICIDE","CYMOXANIL",129106
"607",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","0.244"," FUNGICIDE","CYPRODINIL",288202
"608",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(D)"," FUNGICIDE","DIFENOCONAZOLE",128847
"609",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(D)"," FUNGICIDE","FAMOXADONE",113202
"610",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(D)"," FUNGICIDE","FENHEXAMID",90209
"611",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","0.152"," FUNGICIDE","FLUDIOXONIL",71503
"612",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(D)"," FUNGICIDE","FLUOPYRAM",80302
"613",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(D)"," FUNGICIDE","FLUXAPYROXAD",138009
"614",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(D)"," FUNGICIDE","FOSETYL-AL",123301
"615",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(D)"," FUNGICIDE","IPRODIONE",109801
"616",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(D)"," FUNGICIDE","ISOFETAMID",270000
"617",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(D)"," FUNGICIDE","MANCOZEB",14504
"618",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(D)"," FUNGICIDE","MEFENOXAM",113502
"619",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(D)"," FUNGICIDE","MONO-POTASSIUM SALT",76416
"620",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(D)"," FUNGICIDE","PENTHIOPYRAD",90112
"621",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(D)"," FUNGICIDE","PROPICONAZOLE",122101
"622",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(D)"," FUNGICIDE","PYDIFLUMETOFEN",90110
"623",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(D)"," FUNGICIDE","PYRACLOSTROBIN",99100
"624",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(D)"," FUNGICIDE","PYRIMETHANIL",288201
"625",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(D)"," FUNGICIDE","SULFUR",77501
"626",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(D)"," FUNGICIDE","TETRACONAZOLE",120603
"627",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(D)"," FUNGICIDE","THIOPHANATE-METHYL",102001
"628",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","2.156"," FUNGICIDE","THIRAM",79801
"629",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(D)"," FUNGICIDE","TRIFLUMIZOLE",128879
"630",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(D)"," HERBICIDE","2",NA
"631",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(D)"," HERBICIDE","CLETHODIM",121011
"632",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(D)"," HERBICIDE","FLUMIOXAZIN",129034
"633",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(D)"," HERBICIDE","GLYPHOSATE ISO. SALT",103601
"634",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(D)"," HERBICIDE","PARAQUAT",61601
"635",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","0.031"," INSECTICIDE","ABAMECTIN",122804
"636",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","0.144"," INSECTICIDE","ACETAMIPRID",99050
"637",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(D)"," INSECTICIDE","BIFENAZATE",586
"638",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","0.117"," INSECTICIDE","BIFENTHRIN",128825
"639",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(NA)"," INSECTICIDE","BT KURSTAKI ABTS-351",6522
"640",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","0.054"," INSECTICIDE","CHLORANTRANILIPROLE",90100
"641",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(D)"," INSECTICIDE","CYANTRANILIPROLE",90098
"642",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(D)"," INSECTICIDE","DIAZINON",57801
"643",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(D)"," INSECTICIDE","FENPROPATHRIN",127901
"644",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(D)"," INSECTICIDE","FLUPYRADIFURONE",122304
"645",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(D)"," INSECTICIDE","HEXYTHIAZOX",128849
"646",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(D)"," INSECTICIDE","IMIDACLOPRID",129099
"647",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(D)"," INSECTICIDE","LAMBDA-CYHALOTHRIN",128897
"648",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(D)"," INSECTICIDE","MALATHION",57701
"649",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(D)"," INSECTICIDE","METHOMYL",90301
"650",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(D)"," INSECTICIDE","NALED",34401
"651",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","0.077"," INSECTICIDE","NOVALURON",124002
"652",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(D)"," INSECTICIDE","PIPERONYL BUTOXIDE",67501
"653",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(D)"," INSECTICIDE","PYRETHRINS",69001
"654",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(D)"," INSECTICIDE","SPINETORAM",110007
"655",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(D)"," INSECTICIDE","SPINOSAD",110003
"656",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(D)"," INSECTICIDE","SULFOXAFLOR",5210
"657",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","0.058"," INSECTICIDE","THIAMETHOXAM",60109
"658",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(D)"," OTHER","CYTOKININS",116801
"659",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(D)"," OTHER","FLUTRIAFOL",128940
"660",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(D)"," OTHER","INDOLEBUTYRIC ACID",46701
"661",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(D)"," OTHER","METAM-POTASSIUM",39002
"662",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(NA)"," OTHER","PSEUDOMONAS CHLORORAPHIS STRAIN AFS009",6800
"663",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB / ACRE / YEAR, AVG","0.214"," FUNGICIDE","AZOXYSTROBIN",128810
"664",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB / ACRE / YEAR, AVG","(NA)"," FUNGICIDE","BACILLUS AMYLOLIQUEFAC F727",16489
"665",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB / ACRE / YEAR, AVG","(D)"," FUNGICIDE","BOSCALID",128008
"666",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB / ACRE / YEAR, AVG","10.509"," FUNGICIDE","CAPTAN",81301
"667",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB / ACRE / YEAR, AVG","(D)"," FUNGICIDE","CHLOROTHALONIL",81901
"668",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB / ACRE / YEAR, AVG","(D)"," FUNGICIDE","COPPER CHLORIDE HYD.",23501
"669",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB / ACRE / YEAR, AVG","(D)"," FUNGICIDE","COPPER HYDROXIDE",23401
"670",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB / ACRE / YEAR, AVG","(D)"," FUNGICIDE","CYFLUFENAMID",555550
"671",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB / ACRE / YEAR, AVG","(D)"," FUNGICIDE","CYMOXANIL",129106
"672",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB / ACRE / YEAR, AVG","0.756"," FUNGICIDE","CYPRODINIL",288202
"673",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB / ACRE / YEAR, AVG","(D)"," FUNGICIDE","DIFENOCONAZOLE",128847
"674",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB / ACRE / YEAR, AVG","(D)"," FUNGICIDE","FAMOXADONE",113202
"675",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB / ACRE / YEAR, AVG","(D)"," FUNGICIDE","FENHEXAMID",90209
"676",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB / ACRE / YEAR, AVG","0.47"," FUNGICIDE","FLUDIOXONIL",71503
"677",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB / ACRE / YEAR, AVG","(D)"," FUNGICIDE","FLUOPYRAM",80302
"678",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB / ACRE / YEAR, AVG","(D)"," FUNGICIDE","FLUXAPYROXAD",138009
"679",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB / ACRE / YEAR, AVG","(D)"," FUNGICIDE","FOSETYL-AL",123301
"680",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB / ACRE / YEAR, AVG","(D)"," FUNGICIDE","IPRODIONE",109801
"681",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB / ACRE / YEAR, AVG","(D)"," FUNGICIDE","ISOFETAMID",270000
"682",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB / ACRE / YEAR, AVG","(D)"," FUNGICIDE","MANCOZEB",14504
"683",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB / ACRE / YEAR, AVG","(D)"," FUNGICIDE","MEFENOXAM",113502
"684",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB / ACRE / YEAR, AVG","(D)"," FUNGICIDE","MONO-POTASSIUM SALT",76416
"685",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB / ACRE / YEAR, AVG","(D)"," FUNGICIDE","PENTHIOPYRAD",90112
"686",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB / ACRE / YEAR, AVG","(D)"," FUNGICIDE","PROPICONAZOLE",122101
"687",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB / ACRE / YEAR, AVG","(D)"," FUNGICIDE","PYDIFLUMETOFEN",90110
"688",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB / ACRE / YEAR, AVG","(D)"," FUNGICIDE","PYRACLOSTROBIN",99100
"689",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB / ACRE / YEAR, AVG","(D)"," FUNGICIDE","PYRIMETHANIL",288201
"690",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB / ACRE / YEAR, AVG","(D)"," FUNGICIDE","SULFUR",77501
"691",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB / ACRE / YEAR, AVG","(D)"," FUNGICIDE","TETRACONAZOLE",120603
"692",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB / ACRE / YEAR, AVG","(D)"," FUNGICIDE","THIOPHANATE-METHYL",102001
"693",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB / ACRE / YEAR, AVG","12.456"," FUNGICIDE","THIRAM",79801
"694",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB / ACRE / YEAR, AVG","(D)"," FUNGICIDE","TRIFLUMIZOLE",128879
"695",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB / ACRE / YEAR, AVG","(D)"," HERBICIDE","2",NA
"696",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB / ACRE / YEAR, AVG","(D)"," HERBICIDE","CLETHODIM",121011
"697",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB / ACRE / YEAR, AVG","(D)"," HERBICIDE","FLUMIOXAZIN",129034
"698",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB / ACRE / YEAR, AVG","(D)"," HERBICIDE","GLYPHOSATE ISO. SALT",103601
"699",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB / ACRE / YEAR, AVG","(D)"," HERBICIDE","PARAQUAT",61601
"700",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB / ACRE / YEAR, AVG","0.033"," INSECTICIDE","ABAMECTIN",122804
"701",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB / ACRE / YEAR, AVG","0.179"," INSECTICIDE","ACETAMIPRID",99050
"702",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB / ACRE / YEAR, AVG","(D)"," INSECTICIDE","BIFENAZATE",586
"703",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB / ACRE / YEAR, AVG","0.136"," INSECTICIDE","BIFENTHRIN",128825
"704",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB / ACRE / YEAR, AVG","(NA)"," INSECTICIDE","BT KURSTAKI ABTS-351",6522
"705",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB / ACRE / YEAR, AVG","0.06"," INSECTICIDE","CHLORANTRANILIPROLE",90100
"706",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB / ACRE / YEAR, AVG","(D)"," INSECTICIDE","CYANTRANILIPROLE",90098
"707",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB / ACRE / YEAR, AVG","(D)"," INSECTICIDE","DIAZINON",57801
"708",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB / ACRE / YEAR, AVG","(D)"," INSECTICIDE","FENPROPATHRIN",127901
"709",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB / ACRE / YEAR, AVG","(D)"," INSECTICIDE","FLUPYRADIFURONE",122304
"710",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB / ACRE / YEAR, AVG","(D)"," INSECTICIDE","HEXYTHIAZOX",128849
"711",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB / ACRE / YEAR, AVG","(D)"," INSECTICIDE","IMIDACLOPRID",129099
"712",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB / ACRE / YEAR, AVG","(D)"," INSECTICIDE","LAMBDA-CYHALOTHRIN",128897
"713",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB / ACRE / YEAR, AVG","(D)"," INSECTICIDE","MALATHION",57701
"714",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB / ACRE / YEAR, AVG","(D)"," INSECTICIDE","METHOMYL",90301
"715",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB / ACRE / YEAR, AVG","(D)"," INSECTICIDE","NALED",34401
"716",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB / ACRE / YEAR, AVG","0.18"," INSECTICIDE","NOVALURON",124002
"717",2023,"FLORIDA","12"," BEARING - APPLICATIONS ","LB / ACRE / YEAR, AVG","(D)"," INSECTICIDE","PIPERONYL BUTOXIDE",67501
